Speaker,Utterance,Dialogue_Act,Dialogue_Id,Dialogue_Act_ISO
g,"and then at the top of the ""s"" we're turning north",instruct,q1ec1,directive
f,mmhmm,acknowledge,q1ec1,feedback
g,okay,align,q1ec1,None
g,we're going straight due north,instruct,q1ec1,directive
g,at the top there there's a west lake,explain,q1ec1,inform
f,okay,acknowledge,q1ec1,feedback
g,which we're going to pass on the south erm southeast side,instruct,q1ec1,directive
f,mmhmm,acknowledge,q1ec1,feedback
g,"and we're going to do that in a curve almost a half ""u"" shape",instruct,q1ec1,directive
f,"half ""u"" shape to the southeast",check,q1ec1,feedback
g,yeah,reply_y,q1ec1,answer
g,yeah the southeast,reply_y,q1ec1,answer
f,right okay,acknowledge,q1ec1,feedback
g,and continue up north slightly,instruct,q1ec1,directive
f,mmhmm,acknowledge,q1ec1,feedback
g,but not quite to the tip of that lake,instruct,q1ec1,directive
f,mmhmm,acknowledge,q1ec1,feedback
g,and then we're going to turn down above a trig point and we're going to turn immediately to your right and straight down at an angle of forty-five,instruct,q1ec1,directive
f,right,acknowledge,q1ec1,feedback
g,okay,align,q1ec1,None
g,and we're going to continue that wee distance down and that the point at the end of that it should be near to the abandoned cottage where we went past miles away but if not just carry on and then continue down in that forty-five degree,instruct,q1ec1,directive
f,mmhmm,acknowledge,q1ec1,feedback
g,and turn round by a monument on the outside of the monument,instruct,q1ec1,directive
f,outside of the monument,check,q1ec1,feedback
g,yeah,reply_y,q1ec1,answer
g,and then a very slight turning up again north sort of northwest,instruct,q1ec1,directive
f,mmhmm,acknowledge,q1ec1,feedback
g,"very slight curve sort of very slight ""s""-shaped just a slight curve and then going to proceed up north again",instruct,q1ec1,directive
g,on the right-hand side there's a nuclear test site before right before reaching the top of that northbound,explain,q1ec1,inform
g,and then you're going to turn back west,instruct,q1ec1,directive
g,and above that there's an east lake,explain,q1ec1,inform
f,oh right okay,acknowledge,q1ec1,feedback
g,yeah,acknowledge,q1ec1,feedback
g,and that's the finish,instruct,q1ec1,directive
f,mmhmm,acknowledge,q1ec1,feedback
f,slightly different,explain,q1ec1,inform
g,right,ready,q1ec2,discourse
g,start off facing north,instruct,q1ec2,directive
g,right,align,q1ec2,None
g,turn to your left and walk forward then to your left again keep walking forward 'til you come to the site of a plane crash go right roundabout it and turn to your right so you end up facing north again,instruct,q1ec2,directive
f,could you just slow down a bit please,instruct,q1ec2,directive
g,sorry,acknowledge,q1ec2,feedback
f,so i have to walk straight ahead from the start,check,q1ec2,feedback
g,mmhmm,reply_y,q1ec2,answer
f,and then turn right,check,q1ec2,feedback
g,mmhmm,reply_y,q1ec2,answer
g,just go a couple of steps,clarify,q1ec2,inform
f,mmhmm,acknowledge,q1ec2,feedback
f,have i to pass pass by the waterhole,query_yn,q1ec2,propq
g,pass pass the pass,clarify,q1ec2,inform
g,well,ready,q1ec2,discourse
g,it's stony desert that's what i've got here,reply_w,q1ec2,answer
g,but,reply_w,q1ec2,answer
f,now,ready,q1ec2,discourse
f,i'm starting off from the just above to the north of the stony desert,align,q1ec2,None
g,mmhmm,reply_y,q1ec2,answer
f,erm,ready,q1ec2,discourse
f,have i to pass by the savannah,query_yn,q1ec2,propq
g,no,reply_n,q1ec2,answer
g,you've to come down,clarify,q1ec2,inform
g,and round past the site of the plane crash,clarify,q1ec2,inform
g,no,align,q1ec2,None
f,erm,ready,q1ec2,discourse
f,erm plane crash is to north of where i am,explain,q1ec2,inform
g,well,ready,q1ec2,discourse
g,is there no one right at the bottom left-hand side of the page,query_yn,q1ec2,propq
f,no,reply_n,q1ec2,answer
g,okay,acknowledge,q1ec2,feedback
g,well,ready,q1ec2,discourse
g,come to walk right to the right-hand side of the page,instruct,q1ec2,directive
f,okay,acknowledge,q1ec2,feedback
g,eh left-hand sorry,instruct,q1ec2,directive
f,okay,acknowledge,q1ec2,feedback
g,erm have you got a collapsed shelter,query_yn,q1ec2,propq
f,yes i do,reply_y,q1ec2,answer
g,right,acknowledge,q1ec2,feedback
g,you've to go up north and then round the collapsed shelter,instruct,q1ec2,directive
f,uh-huh,acknowledge,q1ec2,feedback
g,erm do you meet the savannah,query_yn,q1ec2,propq
f,erm,ready,q1ec2,discourse
f,mm now when i when i go round past the collapsed shelter my the savannah is to my right,reply_w,q1ec2,answer
g,mmhmm,acknowledge,q1ec2,feedback
f,okay,acknowledge,q1ec2,feedback
g,well,ready,q1ec2,discourse
g,walking east,instruct,q1ec2,directive
f,that's east okay okay,acknowledge,q1ec2,feedback
f,that's i'll change direction and walk east now towards the savannah past the collapsed shelter,align,q1ec2,None
g,mmhmm,reply_y,q1ec2,answer
g,when you get to the savannah before you turn to your left so you're heading north again,instruct,q1ec2,directive
f,okay,acknowledge,q1ec2,feedback
f,okay,acknowledge,q1ec2,feedback
g,until you you get over the top of the slate mountain,instruct,q1ec2,directive
f,over the top of the,query_w,q1ec2,setq
g,slate mountain,reply_w,q1ec2,answer
f,don't have a slate mountain,explain,q1ec2,inform
g,mm,acknowledge,q1ec2,feedback
f,eh i've got some hot springs and elephants,explain,q1ec2,inform
g,well,ready,q1ec2,discourse
g,the hot wells are after the slate mountain,explain,q1ec2,inform
g,ehm,ready,q1ec2,discourse
g,just walk up to the north to about the height of hot wells the hot springs,instruct,q1ec2,directive
f,okay okay okay,acknowledge,q1ec2,feedback
g,turn to your right well left sorry,instruct,q1ec2,directive
f,mmhmm,acknowledge,q1ec2,feedback
g,and down below the springs,instruct,q1ec2,directive
f,walk walk below the springs,check,q1ec2,feedback
g,uh-huh,reply_y,q1ec2,answer
f,right,acknowledge,q1ec2,feedback
g,then turn to face north again,instruct,q1ec2,directive
f,uh-huh,acknowledge,q1ec2,feedback
g,have you got a white mountain,query_yn,q1ec2,propq
f,yes,reply_y,q1ec2,answer
f,i have a white mountain to my north,explain,q1ec2,inform
g,right,acknowledge,q1ec2,feedback
g,up past up on the left of the white mountain walk right up past,instruct,q1ec2,directive
f,uh-huh,acknowledge,q1ec2,feedback
g,erm do you have a lake right up at the top,query_yn,q1ec2,propq
f,yes uh-huh,reply_y,q1ec2,answer
g,right,acknowledge,q1ec2,feedback
g,walk keep walking north 'til you get to the level of the lake,instruct,q1ec2,directive
f,uh-huh,acknowledge,q1ec2,feedback
g,then walk right round it,instruct,q1ec2,directive
f,uh-huh,acknowledge,q1ec2,feedback
g,roman baths,query_yn,q1ec2,propq
f,roman baths don't have any roman baths at all,reply_n,q1ec2,answer
g,well,ready,q1ec2,discourse
g,when you come round the lake stick close round the edge,instruct,q1ec2,directive
f,uh-huh,acknowledge,q1ec2,feedback
g,and come back the way you came well only halfway,instruct,q1ec2,directive
f,mmhmm,acknowledge,q1ec2,feedback
f,back round past the white mountain,check,q1ec2,feedback
g,right,align,q1ec2,None
g,no,reply_n,q1ec2,answer
g,right just come back about the length of the lake,clarify,q1ec2,inform
f,uh-huh,acknowledge,q1ec2,feedback
g,erm roman baths,query_yn,q1ec2,propq
g,no,reply_n,q1ec2,answer
g,you said you didn't have that,explain,q1ec2,inform
f,don't have any roman baths,reply_n,q1ec2,answer
g,antelopes,query_yn,q1ec2,propq
f,i've got some round,explain,q1ec2,inform
f,yes,reply_y,q1ec2,answer
f,i've got some antelopes right in the centre,explain,q1ec2,inform
g,well,ready,q1ec2,discourse
g,on this map the roman baths are there are at the top below the lake and then it's the antelope,explain,q1ec2,inform
f,right okay,acknowledge,q1ec2,feedback
f,so you want me to go between the antelopes and the position of the roman bath,query_yn,q1ec2,propq
g,well it one is just below the other and it's come down to the way you'll be facing it'll be your left the roman baths and the antelopes will be to your left,reply_w,q1ec2,answer
f,right okay then,acknowledge,q1ec2,feedback
f,right,ready,q1ec2,discourse
f,so i've to go down to so that the antelopes are to my left,check,q1ec2,feedback
f,and what about this lake,query_w,q1ec2,setq
f,i'm still i've still gone halfway back round the lake again,explain,q1ec2,inform
g,right,ready,q1ec2,discourse
g,your lake is on the right top right,align,q1ec2,None
f,okay,reply_y,q1ec2,answer
g,right er,ready,q1ec2,discourse
g,and you're to walk erm that way round the lake the roman baths were there,instruct,q1ec2,directive
f,okay,acknowledge,q1ec2,feedback
f,i just score this bit out a minute,explain,q1ec2,inform
f,right,ready,q1ec2,discourse
f,so sort of underneath the lake then,check,q1ec2,feedback
g,er right round and come back under it,clarify,q1ec2,inform
f,right round,acknowledge,q1ec2,feedback
f,right that's that right okay okay,acknowledge,q1ec2,feedback
g,right,ready,q1ec2,discourse
g,and straight down to the antelopes,instruct,q1ec2,directive
f,uh-huh,acknowledge,q1ec2,feedback
g,erm and it goes round the bottom of the antelopes,instruct,q1ec2,directive
f,mmhmm,acknowledge,q1ec2,feedback
g,on my map it's eh right to the go to the right,instruct,q1ec2,directive
f,mmhmm,acknowledge,q1ec2,feedback
g,i think that's me at the finish,instruct,q1ec2,directive
g,just is there a site of the plane crash,query_yn,q1ec2,propq
f,uh-huh i've got that i've got a site of plane crash,reply_w,q1ec2,answer
g,well it's just below there,instruct,q1ec2,directive
f,just below that,acknowledge,q1ec2,feedback
f,and that's it,check,q1ec2,feedback
g,think so,reply_y,q1ec2,answer
g,right,ready,q1ec4,discourse
g,straight down south quite a bit and you'll pass um some cliffs on the east,instruct,q1ec4,directive
f,sandstone cliff,check,q1ec4,feedback
g,uh-huh,reply_y,q1ec4,answer
f,mm oh aye,acknowledge,q1ec4,feedback
g,cliffs on the east,clarify,q1ec4,inform
f,right,acknowledge,q1ec4,feedback
g,then keep going down and you'll pass a forge on the east as well,instruct,q1ec4,directive
f,forge,check,q1ec4,feedback
f,no,explain,q1ec4,inform
g,well keep going down past the cliffs,instruct,q1ec4,directive
f,right,acknowledge,q1ec4,feedback
g,and then um,ready,q1ec4,discourse
g,you go east in a curve curve down towards the east,instruct,q1ec4,directive
g,and then back up again and you go past um a pine on your right,instruct,q1ec4,directive
f,down below that,check,q1ec4,feedback
g,up above it,reply_w,q1ec4,answer
f,up above it,check,q1ec4,feedback
g,past the side of it,reply_w,q1ec4,answer
g,keep it on your right right and go up 'til you get just above the top of it,instruct,q1ec4,directive
f,right,acknowledge,q1ec4,feedback
g,right,align,q1ec4,None
g,and then go due east,instruct,q1ec4,directive
f,right,acknowledge,q1ec4,feedback
g,and,ready,q1ec4,discourse
g,start going down southeast you go past a pine forest on your right,instruct,q1ec4,directive
f,keep to my left or what,check,q1ec4,feedback
g,mmhmm,reply_y,q1ec4,answer
f,right,acknowledge,q1ec4,feedback
g,right um,ready,q1ec4,discourse
g,down curve under it towards east curve under it slightly don't go past the edge of it though the the far away edge and then,instruct,q1ec4,directive
f,edge of the fine pine,check,q1ec4,feedback
g,the pine forest uh-huh,reply_y,q1ec4,answer
g,and then down south,instruct,q1ec4,directive
f,mm,acknowledge,q1ec4,feedback
g,um and then curve to the east above a bakery,instruct,q1ec4,directive
f,no so you do you want me to go right round pine forest,check,q1ec4,feedback
g,no,reply_n,q1ec4,answer
g,just 'til you're underneath it and then go south when you're underneath it,clarify,q1ec4,inform
f,like have you got a forest stream,query_yn,q1ec4,propq
g,no,reply_n,q1ec4,answer
f,right,ready,q1ec4,discourse
f,so i've to go above the bakery down and and round,check,q1ec4,feedback
g,mmhmm,reply_y,q1ec4,answer
f,top of the bakery,check,q1ec4,feedback
g,uh-uh 'til you're above the bakery,clarify,q1ec4,inform
f,right,acknowledge,q1ec4,feedback
g,right,align,q1ec4,None
g,and then curve round about the bakery like to the east,instruct,q1ec4,directive
f,right,acknowledge,q1ec4,feedback
g,right so you're underneath the bakery,align,q1ec4,None
f,right,reply_y,q1ec4,answer
g,right,align,q1ec4,None
g,and then go west,instruct,q1ec4,directive
f,right,acknowledge,q1ec4,feedback
g,reach a canal,query_yn,q1ec4,propq
f,no,reply_n,q1ec4,answer
g,um right,ready,q1ec4,discourse
g,and then go south,instruct,q1ec4,directive
g,and there's a crane bay,explain,q1ec4,inform
f,mmhmm,acknowledge,q1ec4,feedback
f,mmhmm,acknowledge,q1ec4,feedback
g,right,align,q1ec4,None
g,now,ready,q1ec4,discourse
g,curve to the west like above the crane bay like following the edge of it,instruct,q1ec4,directive
f,mmhmm,acknowledge,q1ec4,feedback
g,right,align,q1ec4,None
g,'til you you're coming to like going away from the edge of it,instruct,q1ec4,directive
f,mmhmm,acknowledge,q1ec4,feedback
g,and then it's southwest slightly going round about underneath wheatfields,instruct,q1ec4,directive
f,mmhmm,acknowledge,q1ec4,feedback
g,right underneath the wheatfields,align,q1ec4,None
g,and keep going west 'til you're just about past the wheatfields,instruct,q1ec4,directive
f,right,acknowledge,q1ec4,feedback
g,right,align,q1ec4,None
g,and then go down southwest,instruct,q1ec4,directive
f,right,acknowledge,q1ec4,feedback
g,right,align,q1ec4,None
g,towards the edge of the map,instruct,q1ec4,directive
f,right,acknowledge,q1ec4,feedback
g,and then south and then curve back round again southeast 'til you come to the lighthouse,instruct,q1ec4,directive
f,well,ready,q1ec4,discourse
g,so you went south and then you're going southeast you're going towards the east more or less,instruct,q1ec4,directive
f,see it does that mean like if you between the caves and the the warehouse um,query_yn,q1ec4,propq
f,i'll just get to the lighthouse,explain,q1ec4,inform
g,mmhmm,acknowledge,q1ec4,feedback
f,is that how it finish,query_yn,q1ec4,propq
g,take it to the lighthouse,clarify,q1ec4,inform
g,uh-huh and that's it finished,reply_y,q1ec4,answer
f,right,acknowledge,q1ec4,feedback
g,right,align,q1ec4,None
f,right,reply_y,q1ec4,answer
g,okay,ready,q1ec5,discourse
g,now you're starting ehm above the diamond mine,instruct,q1ec5,directive
f,mmhmm,acknowledge,q1ec5,feedback
g,and er the desert is below to your left,explain,q1ec5,inform
f,uh-huh,acknowledge,q1ec5,feedback
g,right,align,q1ec5,None
g,now,ready,q1ec5,discourse
g,go go south from the diamond mine until you are still above the desert,instruct,q1ec5,directive
g,okay,align,q1ec5,None
f,okay,reply_y,q1ec5,answer
g,now,ready,q1ec5,discourse
g,if you tell me what's to your right at the what's to your right,query_w,q1ec5,setq
f,ehm,ready,q1ec5,discourse
f,the canoes,reply_w,q1ec5,answer
g,canoes,acknowledge,q1ec5,feedback
f,and a fast running creek,reply_w,q1ec5,answer
g,and a fast running creek,acknowledge,q1ec5,feedback
g,and do you have a graveyard,query_yn,q1ec5,propq
f,no,reply_n,q1ec5,answer
g,do you have a carved wooden pole in this area,query_yn,q1ec5,propq
f,right away down the very bottom,reply_w,q1ec5,answer
g,right okay,acknowledge,q1ec5,feedback
g,now,ready,q1ec5,discourse
g,go go right from the diamond mine,instruct,q1ec5,directive
f,okay,acknowledge,q1ec5,feedback
g,okay,align,q1ec5,None
g,now you've got to pass,instruct,q1ec5,directive
g,there's actually a graveyard to the right of the diamond mine on my map,explain,q1ec5,inform
f,below it,query_yn,q1ec5,propq
g,no,reply_n,q1ec5,answer
g,on the same level as the diamond mine,explain,q1ec5,inform
f,mm,acknowledge,q1ec5,feedback
g,and so you're going to you're going to pass by the graveyard as well,instruct,q1ec5,directive
f,mm,acknowledge,q1ec5,feedback
g,and then you're going to go up and over the top of the uh,instruct,q1ec5,directive
g,what i've got is a fast flowing river,explain,q1ec5,inform
f,mmhmm,acknowledge,q1ec5,feedback
g,do you have you have your,query_yn,q1ec5,propq
f,fast running creek,reply_w,q1ec5,answer
g,fast running creek,acknowledge,q1ec5,feedback
g,where is that on a level with the diamond mine or is it slightly below,query_w,q1ec5,setq
f,it's just slightly above,reply_w,q1ec5,answer
g,slightly above,check,q1ec5,feedback
g,right,ready,q1ec5,discourse
g,well i've got a fast flowing river here,explain,q1ec5,inform
g,so,ready,q1ec5,discourse
g,what you'd best to do is go along past the bottom go along okay sorry go along to your right and veer slightly upwards as you reach the creek,instruct,q1ec5,directive
f,mmhmm,acknowledge,q1ec5,feedback
g,and then go over and round the creek to your right,instruct,q1ec5,directive
g,and then ehm,ready,q1ec5,discourse
g,do you have an apache camp,query_yn,q1ec5,propq
f,uh-huh,reply_y,q1ec5,answer
g,right,ready,q1ec5,discourse
g,see when you're over the top of the fast or your creek or the river that i've got here when you're over the top of that and in line vertically in line with the apache camp,align,q1ec5,None
f,mmhmm,reply_y,q1ec5,answer
f,mmhmm,reply_y,q1ec5,answer
g,go south until just above the apache camp,instruct,q1ec5,directive
f,okay,acknowledge,q1ec5,feedback
g,right,align,q1ec5,None
g,when you reach the apache camp,instruct,q1ec5,directive
g,ehm do you have a walled city,query_yn,q1ec5,propq
f,right away on the far left,reply_w,q1ec5,answer
g,right,ready,q1ec5,discourse
g,well you're going to go from above the apache camp to the walled city but you've got to avoid a carved wooden pole,instruct,q1ec5,directive
g,which in my map is slightly above the level of the apache camp,explain,q1ec5,inform
f,no this is vertically in line with the walled city below it,explain,q1ec5,inform
g,right,acknowledge,q1ec5,feedback
f,okay so,ready,q1ec5,discourse
g,right i've got one of them as well,explain,q1ec5,inform
f,right,acknowledge,q1ec5,feedback
g,so,ready,q1ec5,discourse
g,but there's another one a carved wooden pole here which is halfway between the walled city and the apache camp,explain,q1ec5,inform
g,okay,align,q1ec5,None
f,mmhmm,reply_y,q1ec5,answer
g,but slightly above the level of the apache camp,explain,q1ec5,inform
f,so,ready,q1ec5,discourse
f,i'd be better to go underneath it,check,q1ec5,feedback
g,okay,align,q1ec5,None
g,uh-huh,reply_y,q1ec5,answer
f,right,acknowledge,q1ec5,feedback
g,so you've got so you're going from above the apache camp underneath the carved wooden pole and over the top of the walled city,align,q1ec5,None
g,and then when you reach the far your left-hand side of the walled city travel southwards until you come to the level of some flat rocks,instruct,q1ec5,directive
f,uh-huh,acknowledge,q1ec5,feedback
g,and go,instruct,q1ec5,directive
g,do you have a stone creek,query_yn,q1ec5,propq
f,uh-huh,reply_y,q1ec5,answer
g,right so,ready,q1ec5,discourse
g,what i want you to do is go between the flat rocks and the stone creek,instruct,q1ec5,directive
g,but do you have anything between the walled city and the carved wooden pole,query_yn,q1ec5,propq
f,ghost town,reply_w,q1ec5,answer
g,a ghost town,check,q1ec5,feedback
g,so you're going to,instruct,q1ec5,directive
g,that's not on my map,explain,q1ec5,inform
g,you've got to avoid that i think,instruct,q1ec5,directive
f,okay,acknowledge,q1ec5,feedback
g,so go south down past the walled city underneath your ghost town and then slightly up sort of northeast direction between the flat rocks and the stone creek,instruct,q1ec5,directive
f,between,acknowledge,q1ec5,feedback
f,well,ready,q1ec5,discourse
f,it'd be better if i between the walled city and the ghost town no to go underneath it above it,explain,q1ec5,inform
f,or have you got something else there,query_yn,q1ec5,propq
g,i've not got anything between the carved wooden pole and the walled city,reply_n,q1ec5,answer
g,"but the map shows a curve a ""c""-shaped curve",explain,q1ec5,inform
f,right,acknowledge,q1ec5,feedback
f,score that out,explain,q1ec5,inform
g,right,align,q1ec5,None
f,right,reply_y,q1ec5,answer
g,and sort of and then slightly up underneath the flat rocks and above the stone creek,instruct,q1ec5,directive
f,right,acknowledge,q1ec5,feedback
g,okay,align,q1ec5,None
g,then,ready,q1ec5,discourse
g,go slightly to your right beyond the flat rocks until you are above the level of the buffalo,instruct,q1ec5,directive
f,so i i'll be avoiding the saloon bar,check,q1ec5,feedback
g,i don't have a saloon bar here,explain,q1ec5,inform
f,i've got here,check,q1ec5,feedback
g,right,ready,q1ec5,discourse
g,okay so avoid the saloon bar,reply_y,q1ec5,answer
f,right,acknowledge,q1ec5,feedback
g,and ehm then right then ehm,ready,q1ec5,discourse
g,just straight down to the right of the buffalo,instruct,q1ec5,directive
f,to the right,check,q1ec5,feedback
g,so that so that you're on you're on the right of the buffalo,clarify,q1ec5,inform
f,right,acknowledge,q1ec5,feedback
g,okay,align,q1ec5,None
g,and go underneath the buffalo,instruct,q1ec5,directive
g,now,ready,q1ec5,discourse
g,do you have a cattle ranch,query_yn,q1ec5,propq
f,no,reply_n,q1ec5,answer
g,ehm do you have a fort,query_yn,q1ec5,propq
f,mmhmm,reply_y,q1ec5,answer
g,so you're going to go from the buffalo to the fort but you've got to avoid the cattle ranch on the way and you'll have to go up and over the top of the cattle ranch,instruct,q1ec5,directive
f,right,acknowledge,q1ec5,feedback
g,which on my map is halfway between the buffalo and the fort,explain,q1ec5,inform
g,okay,align,q1ec5,None
f,right,reply_y,q1ec5,answer
f,that on the the level between the fort mm,query_yn,q1ec5,propq
g,it's almost on level with the fort but it's slightly higher than the fort,reply_w,q1ec5,answer
f,so,check,q1ec5,feedback
g,so you need to be go up on a sort of hill,clarify,q1ec5,inform
f,mmhmm,acknowledge,q1ec5,feedback
g,over the cattle ranch,clarify,q1ec5,inform
g,underneath buffalo or over the cattle ranch,clarify,q1ec5,inform
f,right,acknowledge,q1ec5,feedback
g,then underneath the fort,instruct,q1ec5,directive
f,under the fort,check,q1ec5,feedback
g,underneath the fort uh-huh,reply_y,q1ec5,answer
g,and come out at the left-hand side of the fort and finishing ehm not beside but on the same level as the the carved wooden pole the base of the carved wooden pole,instruct,q1ec5,directive
f,right,acknowledge,q1ec5,feedback
g,okay that's you finished,instruct,q1ec5,directive
f,okay,acknowledge,q1ec5,feedback
g,okay right,ready,q1ec7,discourse
g,i'm starting off from above the caravan park,instruct,q1ec7,directive
f,mmhmm,acknowledge,q1ec7,feedback
g,okay,align,q1ec7,None
f,mmhmm,reply_y,q1ec7,answer
g,right,ready,q1ec7,discourse
g,and we're going to go and straight down south with the caravan park on your right-hand side,instruct,q1ec7,directive
f,okay,acknowledge,q1ec7,feedback
g,okay,align,q1ec7,None
g,"and you're going to go down and then you're going to do a ""u"" shape",instruct,q1ec7,directive
f,uh-huh,acknowledge,q1ec7,feedback
g,and we're going to come up and we're going to have the old,instruct,q1ec7,directive
f,ehm are we just going are we going to go below the picket fence,query_yn,q1ec7,propq
g,below what,query_w,q1ec7,setq
f,the picket picket fence,reply_w,q1ec7,answer
g,picket fence,acknowledge,q1ec7,feedback
g,i don't have one so i would say,explain,q1ec7,inform
g,whereabouts is the picket fence,query_w,q1ec7,setq
f,picket fence is below the mill wheel which is below the caravan park,reply_w,q1ec7,answer
g,right okay well,ready,q1ec7,discourse
g,you want to have the old mill on your right-hand side so if that fence is below the old mill you want to keep that on your right-hand side,reply_w,q1ec7,answer
f,okay,acknowledge,q1ec7,feedback
g,okay,align,q1ec7,None
g,so you're going to come up and then you're going to come above the old mill and turn,instruct,q1ec7,directive
f,old mill,check,q1ec7,feedback
g,old mill,reply_y,q1ec7,answer
f,oh right,acknowledge,q1ec7,feedback
f,i've just got the mill wheel,explain,q1ec7,inform
g,mill you've only got a mill wheel,check,q1ec7,feedback
g,right okay,acknowledge,q1ec7,feedback
f,uh-huh,reply_y,q1ec7,answer
g,but continue past that,instruct,q1ec7,directive
f,so i'm going down below the picket fence,check,q1ec7,feedback
g,right,ready,q1ec7,discourse
g,we've come down from a caravan park,align,q1ec7,None
f,mmhmm,reply_y,q1ec7,answer
g,"and we're doing a ""u"" shape",align,q1ec7,None
f,mmhmm,reply_y,q1ec7,answer
g,okay on the and then you're going to proceed north right,align,q1ec7,None
f,"hang on where's the ""u"" shape just underneath the mill",query_yn,q1ec7,propq
f,just underneath the caravan park,query_yn,q1ec7,propq
g,no no,reply_n,q1ec7,answer
g,yeah,reply_y,q1ec7,answer
f,right,acknowledge,q1ec7,feedback
g,"the caravan park is directly above the the base of the ""u""",explain,q1ec7,inform
f,above right,acknowledge,q1ec7,feedback
f,you're okay right,acknowledge,q1ec7,feedback
g,right okay,align,q1ec7,None
f,right right,reply_y,q1ec7,answer
g,and you're going to come up and the old mill well my old mill is going to be on the right so your mill wheel and the picket fence is going to be on the right-hand side,instruct,q1ec7,directive
f,right,acknowledge,q1ec7,feedback
g,okay,align,q1ec7,None
f,uh-huh,reply_y,q1ec7,answer
g,so you come up to above the old mill,instruct,q1ec7,directive
f,uh-huh,acknowledge,q1ec7,feedback
g,just above the old mill,instruct,q1ec7,directive
g,and then turn right slightly sort of ten degrees or something and turn east,instruct,q1ec7,directive
f,right okay,acknowledge,q1ec7,feedback
g,okay,ready,q1ec7,discourse
g,so just eh,instruct,q1ec7,directive
f,below do i go below the forest then,query_yn,q1ec7,propq
g,i don't have a forest,explain,q1ec7,inform
g,where's abouts the forest,query_w,q1ec7,setq
f,ehm it's below the abandoned cottage and above the fenced meadow,reply_w,q1ec7,answer
g,below the abandoned cottage,acknowledge,q1ec7,feedback
f,cottage,acknowledge,q1ec7,feedback
g,okay,ready,q1ec7,discourse
g,well you want to go round the outside of that you want to proceed to that east,instruct,q1ec7,directive
g,right,align,q1ec7,None
f,uh-huh,reply_y,q1ec7,answer
g,from where you've got that forest,instruct,q1ec7,directive
f,uh-huh,acknowledge,q1ec7,feedback
g,turn up north,instruct,q1ec7,directive
f,right,acknowledge,q1ec7,feedback
g,with the forest on your left-hand side,instruct,q1ec7,directive
f,oh so i go so i go below the forest then,check,q1ec7,feedback
g,yeah go below the forest yeah,reply_y,q1ec7,answer
f,right,acknowledge,q1ec7,feedback
f,right,acknowledge,q1ec7,feedback
g,and then turn and keep it on your left-hand side and the abandoned cottage,instruct,q1ec7,directive
f,right,acknowledge,q1ec7,feedback
g,okay,align,q1ec7,None
f,uh-huh,reply_y,q1ec7,answer
g,"and then when you get to the abandoned cottage do a slight sort of ""c"" shape",instruct,q1ec7,directive
g,round the top of the abandoned cottage,instruct,q1ec7,directive
f,uh-huh,acknowledge,q1ec7,feedback
f,uh-huh,acknowledge,q1ec7,feedback
g,okay,align,q1ec7,None
f,uh-huh,reply_y,q1ec7,answer
g,and then,ready,q1ec7,discourse
f,past the in between the monument and the cottage,check,q1ec7,feedback
g,yeah,reply_y,q1ec7,answer
f,right,acknowledge,q1ec7,feedback
